Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
12885968603,"Nov 11, 2024, 8:44:01 PM",Afternoon Walk,Walk,,568,0.86,140.0,1,false,,,activities/13740789236.fit.gz,,,568.0,507.0,862.6,7.142,1.701,8.9,0.0,645.9,655.3,7.2,1.1,,,,,140.0,120.0,,,46.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.519,92.4,,,,,,,,,,,,,,,,,""
12885968742,"Nov 11, 2024, 7:56:08 PM",Afternoon Run,Run,,2859,7.04,175.0,86,false,,,activities/13740789269.fit.gz,,,2859.0,2571.0,7039.5,8.909,2.738,44.0,47.3,603.2,648.6,5.2,0.0,,,,,175.0,160.0,,,469.0,,,86.0,,,,,,,,,,,,,0.0,,1.0,7068.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.462,5134.7,,,,,,,,,2.749,,,,,,,,""
12901243449,"Nov 12, 2024, 7:32:34 PM",Afternoon Run,Run,,1149,3.14,178.0,25,false,,,activities/13757167197.fit.gz,,,1149.0,1092.0,3139.7,4.744,2.875,2.9,36.1,611.2,647.8,2.4,-1.1,,,,,178.0,150.0,,,189.0,,,25.0,,,,,,,,,,,,,0.0,,1.0,3078.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.733,2515.1,,,,,,,,,2.819,,,,,,,,""
12901243469,"Nov 12, 2024, 7:52:03 PM",Afternoon Walk,Walk,,1675,2.70,118.0,4,false,,,activities/13757167162.fit.gz,,,1675.0,1653.0,2699.3,2.479,1.633,39.6,0.0,614.6,655.5,4.8,1.5,,,,,118.0,103.0,,,145.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.612,1984.4,,,,,,,,,,,,,,,,,""
12960065205,"Nov 14, 2024, 7:23:26 PM",Afternoon Run,Run,,2516,7.05,177.0,78,false,,,activities/13820267711.fit.gz,,,2516.0,2397.0,7053.3,7.165,2.943,44.8,45.8,602.7,648.6,7.0,0.0,,,,,177.0,160.0,,,446.0,,,78.0,,,,,,,,,,,,,0.0,,1.0,7089.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.803,5581.5,,,,,,,,,2.958,,,,,,,,""
12960065221,"Nov 14, 2024, 7:17:40 PM",Afternoon Walk,Walk,,334,1.01,105.0,0,false,,,activities/13820267722.fit.gz,,,334.0,334.0,1017.0,6.559,3.045,0.0,5.3,647.0,652.8,1.1,-0.5,,,,,105.0,100.0,,,29.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.045,0.0,,,,,,,,,,,,,,,,,""
12982137727,"Nov 22, 2024, 7:28:30 PM",Afternoon Run,Run,,2608,7.37,185.0,87,false,,,activities/13843688850.fit.gz,,,2608.0,2337.0,7373.8,8.872,3.155,47.6,47.4,603.2,648.6,5.1,0.0,,,,,185.0,162.0,,,446.0,,,87.0,,,,,,,,,,,,,0.0,,1.0,7411.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.827,5209.5,,,,,,,,,3.171,,,,,,,,""
12982137759,"Nov 22, 2024, 7:23:18 PM",Afternoon Walk,Walk,,297,0.45,108.0,0,false,,,activities/13843688880.fit.gz,,,297.0,297.0,450.1,2.593,1.515,0.0,0.0,647.0,648.4,2.0,0.0,,,,,108.0,101.0,,,24.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.515,0.0,,,,,,,,,,,,,,,,,""
12986443473,"Nov 25, 2024, 7:40:55 PM",Afternoon Run,Run,,1744,5.02,143.0,20,false,,,activities/13848293596.fit.gz,,,1744.0,1623.0,5028.3,10.436,3.098,33.3,36.1,610.8,647.5,4.5,0.0,,,,,143.0,143.0,,,304.0,,,20.0,,,,,,,,,,,,,0.0,,1.0,5051.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.883,5028.3,,,,,,,,,3.112,,,,,,,,""
13003586613,"Nov 26, 2024, 7:26:58 PM",Afternoon Run,Run,,2727,7.70,180.0,87,false,,,activities/13866601449.fit.gz,,,2727.0,2646.0,7700.8,10.126,2.91,47.4,47.5,603.2,648.6,5.2,0.0,,,,,180.0,159.0,,,497.0,,,87.0,,,,,,,,,,,,,0.0,,1.0,7739.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.824,5198.6,,,,,,,,,2.925,,,,,,,,""
13020169430,"Nov 28, 2024, 5:34:53 PM",Afternoon Walk,Walk,,1550,2.31,137.0,6,false,,,activities/13884485061.fit.gz,,,1550.0,1550.0,2314.2,5.762,1.493,33.0,0.0,620.6,654.8,5.4,1.5,,,,,137.0,127.0,,,127.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.493,1622.2,,,,,,,,,,,,,,,,,""
13020169431,"Nov 28, 2024, 5:22:35 PM",Afternoon Run,Run,,724,2.02,176.0,13,false,,,activities/13884485068.fit.gz,,,724.0,681.0,2022.8,9.516,2.97,17.1,4.2,603.2,620.4,3.1,0.5,,,,,176.0,150.0,,,115.0,,,13.0,,,,,,,,,,,,,0.0,,1.0,2052.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.794,1385.1,,,,,,,,,3.014,,,,,,,,""
13034800359,"Dec 2, 2024, 7:10:15 PM",Afternoon Walk,Walk,,363,0.55,136.0,1,false,,,activities/13900122469.fit.gz,,,363.0,312.0,557.7,3.419,1.787,0.0,2.2,647.0,650.4,2.4,-0.3,,,,,136.0,128.0,,,30.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.536,0.0,,,,,,,,,,,,,,,,,""
13034800378,"Dec 2, 2024, 7:16:23 PM",Afternoon Run,Run,,2558,7.03,178.0,68,false,,,activities/13900122457.fit.gz,,,2558.0,2316.0,7037.6,13.418,3.039,46.8,47.1,603.2,648.5,6.5,0.0,,,,,178.0,157.0,,,433.0,,,68.0,,,,,,,,,,,,,0.0,,1.0,7076.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.751,4410.5,,,,,,,,,3.055,,,,,,,,""
13054066650,"Dec 4, 2024, 7:39:31 PM",Afternoon Walk,Walk,,315,0.76,143.0,1,false,,,activities/13920691981.fit.gz,,,315.0,315.0,760.4,7.942,2.414,0.0,0.0,647.0,649.0,1.4,-0.1,,,,,143.0,132.0,,,27.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.414,0.0,,,,,,,,,,,,,,,,,""
13054066713,"Dec 4, 2024, 7:45:29 PM",Afternoon Run,Run,,2497,7.03,170.0,52,false,,,activities/13920691956.fit.gz,,,2497.0,2250.0,7035.0,8.364,3.127,46.6,46.7,603.2,647.9,6.7,0.0,,,,,170.0,151.0,,,432.0,,,52.0,,,,,,,,,,,,,0.0,,1.0,7073.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.817,5882.5,,,,,,,,,3.144,,,,,,,,""
13060813395,"Dec 5, 2024, 7:13:08 PM",Afternoon Run,Run,,1721,5.04,179.0,35,false,,,activities/13927887659.fit.gz,,,1721.0,1706.0,5047.6,5.422,2.959,10.1,44.8,603.2,648.5,2.9,-0.7,,,,,179.0,148.0,,,284.0,,,35.0,,,,,,,,,,,,,0.0,,1.0,4989.7,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.933,3145.9,,,,,,,,,2.925,,,,,,,,""
13060813449,"Dec 5, 2024, 7:07:22 PM",Afternoon Walk,Walk,,311,0.47,144.0,1,false,,,activities/13927887686.fit.gz,,,311.0,264.0,476.7,4.053,1.806,0.0,0.0,647.0,648.6,3.3,-0.1,,,,,144.0,132.0,,,25.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.533,0.0,,,,,,,,,,,,,,,,,""
13095356859,"Dec 6, 2024, 7:41:09 PM",Afternoon Walk,Walk,,5032,8.10,133.0,15,false,,,activities/13964803079.fit.gz,,,5032.0,4884.0,8105.9,4.767,1.66,53.9,47.6,603.2,655.0,5.5,0.1,,,,,133.0,111.0,,,422.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.611,5302.0,,,,,,,,,,,,,,,,,""
13109071333,"Dec 11, 2024, 7:45:03 PM",Afternoon Walk,Walk,,308,0.50,110.0,0,false,,,activities/13979466917.fit.gz,,,308.0,308.0,501.2,3.752,1.627,0.0,0.0,647.0,649.0,2.1,-0.1,,,,,110.0,99.0,,,25.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.627,0.0,,,,,,,,,,,,,,,,,""
13109071353,"Dec 11, 2024, 7:50:22 PM",Afternoon Run,Run,,2343,7.05,178.0,77,false,,,activities/13979466901.fit.gz,,,2343.0,2163.0,7053.5,9.711,3.261,45.6,47.1,603.2,648.5,5.6,0.0,,,,,178.0,161.0,,,417.0,,,77.0,,,,,,,,,,,,,0.0,,1.0,7088.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.01,5150.9,,,,,,,,,3.277,,,,,,,,""
13117314712,"Dec 13, 2024, 8:10:20 PM",Afternoon Run,Run,,1712,5.03,180.0,35,false,,,activities/13988350888.fit.gz,,,1712.0,1608.0,5037.8,11.215,3.133,12.1,47.6,603.2,648.6,3.4,-0.7,,,,,180.0,150.0,,,297.0,,,35.0,,,,,,,,,,,,,0.0,,1.0,4980.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.943,3122.1,,,,,,,,,3.098,,,,,,,,""
13117314713,"Dec 13, 2024, 8:05:31 PM",Afternoon Walk,Walk,,267,0.45,126.0,0,false,,,activities/13988350897.fit.gz,,,267.0,267.0,451.3,4.776,1.69,0.0,0.0,647.0,648.7,2.0,-0.2,,,,,126.0,118.0,,,23.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.69,0.0,,,,,,,,,,,,,,,,,""
13137053031,"Dec 16, 2024, 8:12:25 PM",Afternoon Walk,Walk,,1587,2.62,127.0,4,false,,,activities/14009462534.fit.gz,,,1587.0,1377.0,2621.8,4.536,1.904,38.3,0.0,616.0,654.9,7.3,1.5,,,,,127.0,112.0,,,137.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.652,1970.7,,,,,,,,,,,,,,,,,""
13137053047,"Dec 16, 2024, 7:41:41 PM",Afternoon Run,Run,,1720,5.04,175.0,36,false,,,activities/14009462567.fit.gz,,,1720.0,1530.0,5046.1,10.37,3.298,12.7,47.4,603.2,648.6,3.9,-0.7,,,,,175.0,151.0,,,287.0,,,36.0,,,,,,,,,,,,,0.0,,1.0,4989.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.934,3153.0,,,,,,,,,3.261,,,,,,,,""
13137053135,"Dec 16, 2024, 7:38:20 PM",Afternoon Walk,Walk,,192,0.30,109.0,0,false,,,activities/14009462601.fit.gz,,,192.0,162.0,304.3,3.944,1.878,0.0,0.0,647.0,648.5,2.1,0.2,,,,,109.0,102.0,,,16.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.585,0.0,,,,,,,,,,,,,,,,,""
13144356611,"Dec 17, 2024, 8:15:38 PM",Afternoon Run,Run,,693,2.01,167.0,12,false,,,activities/14017292154.fit.gz,,,693.0,686.0,2010.5,6.289,2.931,23.7,0.0,611.7,638.7,3.4,1.3,,,,,167.0,146.0,,,119.0,,,12.0,,,,,,,,,,,,,0.0,,1.0,2080.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.901,2010.5,,,,,,,,,3.033,,,,,,,,""
13144356615,"Dec 17, 2024, 8:11:10 PM",Afternoon Walk,Walk,,250,0.44,134.0,0,false,,,activities/14017292184.fit.gz,,,250.0,250.0,443.0,3.715,1.772,3.4,0.0,607.3,611.3,2.7,0.9,,,,,134.0,124.0,,,21.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.772,443.0,,,,,,,,,,,,,,,,,""
13144356637,"Dec 17, 2024, 7:41:40 PM",Afternoon Run,Run,,1657,4.12,170.0,25,false,,,activities/14017292212.fit.gz,,,1657.0,1566.0,4126.2,13.351,2.635,2.3,47.1,603.2,648.6,3.3,-1.1,,,,,170.0,139.0,,,237.0,,,25.0,,,,,,,,,,,,,0.0,,1.0,4046.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.49,2252.9,,,,,,,,,2.584,,,,,,,,""
13144356706,"Dec 17, 2024, 7:36:21 PM",Afternoon Walk,Walk,,306,0.49,108.0,0,false,,,activities/14017292237.fit.gz,,,306.0,273.0,495.8,3.311,1.816,0.0,0.0,647.0,648.8,2.0,-0.1,,,,,108.0,103.0,,,26.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.62,0.0,,,,,,,,,,,,,,,,,""
13150782976,"Dec 18, 2024, 8:10:19 PM",Afternoon Walk,Walk,,187,0.29,126.0,0,false,,,activities/14024185577.fit.gz,,,187.0,168.0,295.5,3.453,1.759,0.0,0.0,647.0,648.4,2.4,0.2,,,,,126.0,117.0,,,16.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.58,0.0,,,,,,,,,,,,,,,,,""
13150782982,"Dec 18, 2024, 8:13:32 PM",Afternoon Run,Run,,2758,7.63,167.0,58,false,,,activities/14024185562.fit.gz,,,2758.0,2466.0,7629.6,8.737,3.094,47.6,47.6,603.2,648.6,5.5,0.0,,,,,167.0,151.0,,,465.0,,,58.0,,,,,,,,,,,,,0.0,,1.0,7667.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.766,5245.1,,,,,,,,,3.109,,,,,,,,""
13176657746,"Dec 19, 2024, 7:50:48 PM",Afternoon Walk,Walk,,252,0.38,118.0,0,false,,,activities/14052063972.fit.gz,,,252.0,252.0,379.5,2.539,1.506,0.0,0.0,647.0,648.6,2.1,0.2,,,,,118.0,109.0,,,21.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.506,0.0,,,,,,,,,,,,,,,,,""
13176657762,"Dec 19, 2024, 8:24:38 PM",Afternoon Walk,Walk,,1752,2.75,142.0,7,false,,,activities/14052063924.fit.gz,,,1752.0,1752.0,2757.1,4.236,1.574,36.9,0.0,614.5,655.0,5.3,1.5,,,,,142.0,129.0,,,146.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.574,2081.7,,,,,,,,,,,,,,,,,""
13176657774,"Dec 19, 2024, 8:08:16 PM",Afternoon Run,Run,,970,2.57,182.0,38,false,,,activities/14052063954.fit.gz,,,970.0,961.0,2576.2,8.056,2.681,13.0,10.2,603.2,614.2,4.2,0.1,,,,,182.0,164.0,,,149.0,,,38.0,,,,,,,,,,,,,0.0,,1.0,2588.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.656,1437.7,,,,,,,,,2.694,,,,,,,,""
13183716221,"Dec 23, 2024, 7:58:32 PM",Afternoon Run,Run,,2517,7.06,177.0,67,false,,,activities/14059610918.fit.gz,,,2517.0,2277.0,7065.5,9.3,3.103,46.3,46.8,603.2,648.3,5.1,0.0,,,,,177.0,157.0,,,431.0,,,67.0,,,,,,,,,,,,,0.0,,1.0,7101.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.807,4442.1,,,,,,,,,3.119,,,,,,,,""
13183716270,"Dec 23, 2024, 7:53:28 PM",Afternoon Walk,Walk,,298,0.46,104.0,0,false,,,activities/14059610930.fit.gz,,,298.0,298.0,464.7,4.139,1.559,0.0,0.0,647.0,648.6,2.4,0.1,,,,,104.0,92.0,,,24.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.559,0.0,,,,,,,,,,,,,,,,,""
13225873086,"Dec 24, 2024, 7:50:16 PM",Afternoon Walk,Walk,,334,0.53,108.0,0,false,,,activities/14105115412.fit.gz,,,334.0,334.0,529.8,2.325,1.586,0.0,0.0,647.0,649.4,2.0,-0.2,,,,,108.0,96.0,,,29.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.586,0.0,,,,,,,,,,,,,,,,,""
13225873118,"Dec 24, 2024, 7:56:11 PM",Afternoon Run,Run,,1757,5.04,167.0,31,false,,,activities/14105115382.fit.gz,,,1757.0,1623.0,5047.7,9.111,3.11,13.2,47.4,602.7,648.3,3.7,-0.7,,,,,167.0,148.0,,,297.0,,,31.0,,,,,,,,,,,,,0.0,,1.0,4992.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.873,4313.1,,,,,,,,,3.076,,,,,,,,""
13235635883,"Dec 30, 2024, 8:29:04 PM",Afternoon Walk,Walk,,1408,1.90,136.0,4,false,,,activities/14115691943.fit.gz,,,1408.0,1348.0,1907.3,5.337,1.415,29.8,0.0,623.3,654.8,6.5,1.7,,,,,136.0,116.0,,,100.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.355,1252.5,,,,,,,,,,,,,,,,,""
13235635889,"Dec 30, 2024, 7:54:46 PM",Afternoon Run,Run,,2043,6.02,178.0,46,false,,,activities/14115691963.fit.gz,,,2043.0,1995.0,6021.3,10.213,3.018,21.2,47.1,603.2,648.6,3.2,-0.4,,,,,178.0,150.0,,,344.0,,,46.0,,,,,,,,,,,,,0.0,,1.0,5983.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.947,4773.8,,,,,,,,,2.999,,,,,,,,""
13235635901,"Dec 30, 2024, 7:51:09 PM",Afternoon Walk,Walk,,189,0.31,125.0,0,false,,,activities/14115691976.fit.gz,,,189.0,189.0,309.9,2.648,1.64,0.0,0.0,647.0,648.4,1.9,0.1,,,,,125.0,113.0,,,15.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.64,0.0,,,,,,,,,,,,,,,,,""
13258113184,"Jan 2, 2025, 9:16:54 PM",Evening Walk,Walk,,4962,6.82,134.0,19,false,,,activities/14139959256.fit.gz,,,4962.0,4962.0,6823.4,3.787,1.375,58.7,24.1,601.1,658.7,18.6,0.5,,,,,134.0,123.0,,,348.0,,,19.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.375,4966.8,,,,,,,,,,,,,,,,,""
13263814297,"Jan 3, 2025, 8:39:54 PM",Afternoon Walk,Walk,,337,0.58,110.0,0,false,,,activities/14146087544.fit.gz,,,337.0,337.0,586.0,3.732,1.739,0.0,4.9,647.0,653.1,1.8,-0.9,,,,,110.0,99.0,,,31.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.739,0.0,,,,,,,,,,,,,,,,,""
13263814345,"Jan 3, 2025, 8:46:05 PM",Afternoon Run,Run,,2417,7.03,181.0,72,false,,,activities/14146087508.fit.gz,,,2417.0,2196.0,7036.8,8.271,3.204,44.2,46.9,603.2,648.3,5.1,0.0,,,,,181.0,158.0,,,415.0,,,72.0,,,,,,,,,,,,,0.0,,1.0,7067.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.911,5874.2,,,,,,,,,3.218,,,,,,,,""
13282169007,"Jan 4, 2025, 8:46:49 PM",Afternoon Walk,Walk,,158,0.40,101.0,0,false,,,activities/14165937701.fit.gz,,,158.0,158.0,409.0,5.39,2.588,0.0,0.0,647.0,648.6,1.8,0.1,,,,,101.0,97.0,,,12.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.588,26.2,,,,,,,,,,,,,,,,,""
